    ID     Stage                Name                                     Start Time                      End Time               Duration       Result  
   190     FDT_FW_CHECK         NETLAKE_ME_VER_CHECK                2023-10-05 04:26:45            2023-10-05 04:26:46          00:00:01        pass   
   191     FDT_FW_CHECK         NETLAKE_CPLD_CHECK                  2023-10-05 04:26:46            2023-10-05 04:26:46          00:00:01        pass   
   192     FDT_FW_CHECK         NETLAKE_VR_CHECK                    2023-10-05 04:26:46            2023-10-05 04:26:47          00:00:01        pass   
   193     FDT_FW_CHECK         BIOS_CHECK                          2023-10-05 04:26:47            2023-10-05 04:26:47          00:00:01        pass   
   194     FDT_FW_CHECK         YM3_BMC_VER_CHECK                   2023-10-05 04:26:47            2023-10-05 04:26:47          00:00:01        pass   
   195     FDT_FW_CHECK         YM3_TPM_PCR_CHECK                   2023-10-05 04:26:47            2023-10-05 04:26:48          00:00:01        pass   
   196     FDT_FW_CHECK         YM3_BMC_TPM_VER_CHECK               2023-10-05 04:26:48            2023-10-05 04:26:49          00:00:01        pass   
   197     FDT_FW_CHECK         NETLAKE_ETHTOOL_CHECK               2023-10-05 04:26:49            2023-10-05 04:26:49          00:00:01        pass   
   198     FDT_FW_CHECK         YM3_NVME_SSD_CONFIG_CHECK           2023-10-05 04:26:49            2023-10-05 04:26:51          00:00:02        pass   
   199     FDT_FW_CHECK         YM3_NIC_FW_CHECK                    2023-10-05 04:26:51            2023-10-05 04:26:51          00:00:01        pass   
   200     FDT_GUID_CHECK       NETLAKE_GUID_CHECK                  2023-10-05 04:26:51            2023-10-05 04:26:52          00:00:01        pass   
   201     FDT_CONFIG_CHECK     CMOS_TEST                           2023-10-05 04:26:52            2023-10-05 04:26:53          00:00:01        pass   
   202     FDT_CONFIG_CHECK     YM3_CPU_AES_SMX_SSE4                2023-10-05 04:26:53            2023-10-05 04:26:54          00:00:01        pass   
   203     FDT_CONFIG_CHECK     NETLAKE_ETHTOOL_CHECK               2023-10-05 04:26:54            2023-10-05 04:26:54          00:00:01        pass   
   204     FDT_CONFIG_CHECK     CWC_PCIE_DEVICES_CHECK              2023-10-05 04:26:55            2023-10-05 04:26:55          00:00:01        pass   
   205     FDT_CONFIG_CHECK     YM3_MAC_ETH_CHECK                   2023-10-05 04:26:55            2023-10-05 04:26:57          00:00:02        pass   
   206     FDT_CONFIG_CHECK     MEMORY_CONFIG_CHECK                 2023-10-05 04:26:57            2023-10-05 04:26:58          00:00:01        pass   
   207     FDT_CONFIG_CHECK     YM3_TPM_PCR_CHECK                   2023-10-05 04:26:58            2023-10-05 04:26:59          00:00:01        pass   
   208     FDT_CONFIG_CHECK     NETLAKE_I2C_BUS_SCAN                2023-10-05 04:26:59            2023-10-05 04:27:02          00:00:03        pass   
   209     FDT_CONFIG_CHECK     NETLAKE_HPET_CHECK                  2023-10-05 04:27:02            2023-10-05 04:27:03          00:00:01        pass   
   210     FDT_CONFIG_CHECK     NETLAKE_PIC_CHECK                   2023-10-05 04:27:03            2023-10-05 04:27:03          00:00:01        pass   
   211     FDT_CONFIG_CHECK     NETLAKE_DMI_TEST                    2023-10-05 04:27:03            2023-10-05 04:27:03          00:00:01        pass   
   212     FDT_CONFIG_CHECK     CPU_CONFIG_CHECK                    2023-10-05 04:27:03            2023-10-05 04:27:04          00:00:01        pass   
   213     FDT_CONFIG_CHECK     NETLAKE_SOL_CHECK                   2023-10-05 04:27:04            2023-10-05 04:35:08          00:08:04        pass   
   214     FDT_CONFIG_CHECK     YM3_NVME_SSD_CONFIG_CHECK           2023-10-05 04:35:08            2023-10-05 04:35:09          00:00:01        pass   
   215     FDT_FAN_CHECK        NETLAKE_FAN_CHECK                   2023-10-05 04:35:16            2023-10-05 04:36:45          00:01:29        pass   
   216     FDT_AC_CYCLE         YM_SEL_CLEAR                        2023-10-05 04:37:10            2023-10-05 04:37:12          00:00:02        pass   
   217     FDT_AC_CYCLE         YM3_SLED_AC                         2023-10-05 04:37:12            2023-10-05 04:46:20          00:09:08        pass   
   218     FDT_AC_CYCLE         YM3_SEL_CHECK                       2023-10-05 04:46:20            2023-10-05 04:46:20          00:00:01        pass   
   219     FDT_AC_CYCLE         YM3_DMESG_CHECK                     2023-10-05 04:46:20            2023-10-05 04:46:21          00:00:01        pass   
   220     FDT_AC_CYCLE         YM3_MESSAGES_CHECK                  2023-10-05 04:46:21            2023-10-05 04:46:21          00:00:01        pass   
   221     FDT_AC_CYCLE         NETLAKE_SDR_CHECK                   2023-10-05 04:46:21            2023-10-05 04:46:23          00:00:02        pass   
   222     FDT_AC_CYCLE         YM3_MCE_CHECK                       2023-10-05 04:46:23            2023-10-05 04:46:23          00:00:01        pass   
   223     FDT_AC_CYCLE         YM3_SLED_AC                         2023-10-05 04:46:23            2023-10-05 04:55:28          00:09:05        pass   
   224     FDT_AC_CYCLE         YM3_SEL_CHECK                       2023-10-05 04:55:28            2023-10-05 04:55:28          00:00:01        pass   
   225     FDT_AC_CYCLE         YM3_DMESG_CHECK                     2023-10-05 04:55:28            2023-10-05 04:55:28          00:00:01        pass   
   226     FDT_AC_CYCLE         YM3_MESSAGES_CHECK                  2023-10-05 04:55:29            2023-10-05 04:55:29          00:00:01        pass   
   227     FDT_AC_CYCLE         NETLAKE_SDR_CHECK                   2023-10-05 04:55:29            2023-10-05 04:55:31          00:00:02        pass   
   228     FDT_AC_CYCLE         YM3_MCE_CHECK                       2023-10-05 04:55:31            2023-10-05 04:55:31          00:00:01        pass   
   229     FDT_AC_CYCLE         YM3_SLED_AC                         2023-10-05 04:55:31            2023-10-05 05:04:35          00:09:04        pass   
   230     FDT_AC_CYCLE         YM3_SEL_CHECK                       2023-10-05 05:04:35            2023-10-05 05:04:36          00:00:01        pass   
   231     FDT_AC_CYCLE         YM3_DMESG_CHECK                     2023-10-05 05:04:36            2023-10-05 05:04:36          00:00:01        pass   
   232     FDT_AC_CYCLE         YM3_MESSAGES_CHECK                  2023-10-05 05:04:36            2023-10-05 05:04:37          00:00:01        pass   
   233     FDT_AC_CYCLE         NETLAKE_SDR_CHECK                   2023-10-05 05:04:37            2023-10-05 05:04:38          00:00:01        pass   
   234     FDT_AC_CYCLE         YM3_MCE_CHECK                       2023-10-05 05:04:38            2023-10-05 05:04:39          00:00:01        pass   
   235     FDT_LOG_CHECK        YM3_MCE_CHECK                       2023-10-05 05:04:39            2023-10-05 05:04:39          00:00:01        pass   
   236     FDT_LOG_CHECK        YM3_DMESG_CHECK                     2023-10-05 05:04:39            2023-10-05 05:04:40          00:00:01        pass   
   237     FDT_LOG_CHECK        YM3_MESSAGES_CHECK                  2023-10-05 05:04:40            2023-10-05 05:04:40          00:00:01        pass   
   238     FDT_LOG_CHECK        YM3_SEL_CHECK                       2023-10-05 05:04:40            2023-10-05 05:04:41          00:00:01        pass   
   239     FDT_LOG_CHECK        NETLAKE_SDR_CHECK                   2023-10-05 05:04:41            2023-10-05 05:04:42          00:00:01        pass   
   240     FDT_LOG_CHECK        YM_SEL_CLEAR                        2023-10-05 05:04:42            2023-10-05 05:04:43          00:00:01        pass   
   241     FDT_STRESS           YM3_FIO_START                       2023-10-05 05:04:43            2023-10-05 05:06:00          00:01:17        pass   
   242     FDT_STRESS           YM3_MPRIME                          2023-10-05 05:06:00            2023-10-05 05:21:05          00:15:05        pass   
   243     FDT_STRESS           YM3_FIO_END                         2023-10-05 05:21:05            2023-10-05 05:21:06          00:00:01        pass   
   244     FDT_STRESS           YM3_PTUGEN                          2023-10-05 05:21:06            2023-10-05 05:29:46          00:08:40        pass   
   245     FDT_STRESS           YM3_IPERF                           2023-10-05 05:30:07            2023-10-05 05:41:51          00:11:44        pass   
   246     FDT_STRESS           YM3_STRESSAPPTEST                   2023-10-05 05:42:14            2023-10-05 05:48:01          00:05:47        pass   
   247     FDT_LOG_CLEAR        NETLAKE_BIOS_DEFAULT_BMC            2023-10-05 05:48:02            2023-10-05 05:56:11          00:08:09        pass   
   248     FDT_LOG_CLEAR        YM3_BIOS_SETTING_CHECK              2023-10-05 05:56:11            2023-10-05 06:04:30          00:08:19        pass   
   249     FDT_LOG_CLEAR        BIOS_CHECK                          2023-10-05 06:04:31            2023-10-05 06:04:31          00:00:01        pass   
   250     FDT_LOG_CLEAR        YM_SEL_CLEAR                        2023-10-05 06:04:31            2023-10-05 06:04:31          00:00:01        pass   
   251     FDT_LOG_CLEAR        YM3_SEL_CHECK                       2023-10-05 06:04:32            2023-10-05 06:04:32          00:00:01        pass   
   252     FDT_SFCS_PASS        SFCS_STAGE_END                      2023-10-05 06:04:32            2023-10-05 06:04:39          00:00:07        pass   
   253     FDT_SFCS_PASS        SFCS_PASS                           2023-10-05 08:57:24            2023-10-05 08:57:25          00:00:01        pass   




